time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,x_coord,y_coord,MODIS_GPP,GOSIF_GPP,DIFFUSE_GPP,CABLE_BIOS_NEE,CABLE_BIOS_GPP,CABLE_BIOS_ER,This_Study_NEE,This_Study_GPP,This_Study_ER,FLUXCOM_RS_GPP,FLUXCOM_RS_NEE,FLUXCOM_RS_ER
2013-04-15,0.7815476266098909,86.81199096061108,87.59353858722096,59.212746464101045,8.611649708041316,0.18617807578955134,79.83464459419378,90.80000000000001,24.214720691108838,56.05107821154256,-12.774556561302624,66.38948427518511,338.84343851012034,519.1331013469852,2.261831611873773,0.6492828,146.65452,-43.09502,81.37322,95.7648,89.751816,40.519789178742975,194.19778521921563,236.5073123772784,-40.488243,124.5792,81.390335,127.67953,-33.275566,91.2805
2013-05-15,3.536500505888304,51.82680754049727,55.36330804638557,30.077043353179896,6.486141688851109,0.23485924529247992,86.93732785059203,61.00000000000001,2.9005412009545535,27.552655903286368,-12.709588307657746,38.73186416567368,336.62977074472496,522.0221348001835,1.2655629743413073,0.622673,146.65452,-43.09502,58.368664,78.7341,53.81257,65.9140374972541,157.49292303702384,226.42417041270846,-43.06291,94.34976,50.31772,92.102905,-14.4304285,77.40298
2013-06-15,27.69069054921034,33.18392978056126,60.8746203297716,27.046294263161606,5.784783671339127,0.24895029540942168,87.07931442095904,58.400000000000006,-0.7988677902043678,25.602155711455755,-24.15483812075482,26.92531617724097,332.2399069949049,523.0421725237865,1.192167811054009,0.6131458,146.65452,-43.09502,28.827555,63.2581,25.12705,84.45833375020918,118.46170705701724,203.58261235629232,-43.18558,79.386215,43.365017,71.20382,-0.034058273,72.07349
2013-07-15,34.83238153259114,51.694775612135615,86.52715714472674,41.35568486622372,6.159132220035746,0.2791904613766815,84.03288240895048,141.0,0.6595433089583164,37.88467308384353,-24.22450404418739,29.222483278946235,331.3608822378305,520.3421516503155,1.5121922907446634,0.6327607,146.65452,-43.09502,43.294994,63.2327,37.371796,82.65202997686563,127.70137839966368,208.53853946297727,-31.379694,82.675255,59.443943,76.07457,-6.3958063,70.035446
2013-08-15,-8.632326118281377,79.59000644405367,70.95768032577229,57.575391397766296,5.107861561208269,0.29592783398295375,83.90392384119238,227.40000000000003,17.6411956740134,52.7430482129478,-25.333972721092596,49.2942475295248,329.11362625514795,516.4044300463213,1.4164758336172412,0.59291375,146.65452,-43.09502,76.92014,71.7783,60.81359,50.55225531816,164.31214446332558,212.4852251102231,-43.151512,103.16706,62.47233,91.446106,-19.362133,71.601654
2013-09-15,-8.152417928596352,145.08837398611212,136.93595605751577,68.15193410165296,7.742588816929039,0.28157812736261206,76.61651110604332,146.4,35.096373990276014,64.51295737338567,-7.426508351132626,81.56742912658348,331.07703370205434,516.4294595410496,2.4710113145372423,0.6332014,146.65452,-43.09502,101.47215,103.1018,86.359344,16.98961228945014,239.34194477664175,254.82525711298285,-44.863243,125.735664,76.58937,117.78482,-34.034374,80.59213
2013-10-15,-56.72707005557824,203.98384848371768,147.25677842813946,92.31339813885413,7.764856438118129,0.2904777932011736,72.44777878201147,226.8,67.0726210470145,84.56546956148912,5.044548760597071,114.69796134746574,332.67951578309453,517.5639164948723,2.9159990946913825,0.59412336,146.65452,-43.09502,123.80103,125.1708,144.37094,-13.797297790989825,301.57897811945475,286.5962071578306,-66.55162,175.60455,101.29831,146.57535,-44.947132,96.00089
2013-11-15,-31.082063085881366,216.13715336145415,185.05509027557278,70.74839349716319,9.326599495138888,0.25502038578509206,73.847314630919,52.60000000000001,98.42138860261123,66.97077865919738,32.29885922235192,153.06366292634237,339.9852120016478,519.5213974469942,3.07998954670705,0.5897437,146.65452,-43.09502,259.83124,144.599,189.87592,-45.70239520478672,364.55407365833844,314.7325497396208,-76.57292,210.87961,128.80154,167.59702,-54.81128,106.34094
2013-12-15,-46.17882352869856,301.8936734684863,255.7148499397878,99.76962012476085,11.579194951849628,0.21029379095389364,70.87335531981171,105.1382797925935,123.99246467186262,91.3958855802394,40.11612043674326,185.28423611419163,343.7343905211494,538.8079141294555,3.9935119292541756,0.57368517,146.65452,-43.09502,244.29247,169.9399,224.33055,-90.57912745173898,452.269629374948,362.10527147207677,-70.33231,215.62563,147.78569,181.82074,-55.702396,118.57273
2014-01-15,-13.268717562799324,303.5326065890205,290.26388902622114,101.99492315535883,13.348712733198926,0.21701085248936158,77.84691484286293,66.20000000000002,119.82591297453966,93.43441735886667,48.593875835697865,197.93634087128362,343.212030112825,525.2768221177946,3.416968762352867,0.5811173,146.65452,-43.09502,376.71057,186.44499,271.31744,-102.9662093410649,472.0111485828151,368.37212414626623,-58.80852,227.5518,167.48073,199.49547,-63.40378,126.40439
2014-02-15,14.195029582217824,248.98456326198203,263.1795928441999,70.22667935925455,13.432596921130953,0.21030065240852855,83.57741749789152,49.6,88.0626150594405,71.2252730141646,27.893031788933573,153.53031601666694,349.0292866908427,522.5355301659629,2.5471643114017426,0.59319586,146.65452,-43.09502,304.0115,152.0807,239.91191,-64.82990750962968,373.0125485179765,309.2496256625837,-45.081642,199.38278,156.08987,195.94064,-55.078297,131.70961
2014-03-15,43.65601592989596,203.64122116881612,247.29723709871206,56.35762988240256,12.243430315860213,0.1926137811075973,87.8105191353696,51.4,43.377580143127176,51.62749427996675,15.34558532338082,100.00316562697043,346.5717561626154,523.2705683092139,1.7471159538232188,0.59139293,146.65452,-43.09502,170.7454,140.336,179.02347,-24.00530320495954,287.213958487264,268.355597058016,-42.86378,178.57716,136.13501,164.69308,-43.43822,116.85136
2014-04-15,44.33039431876111,126.53318877016501,170.86358308892613,39.1680683446851,8.717912846458333,0.20914945535682317,96.93777820530704,99.8,14.567222920273247,37.076686917638646,-1.5842872204648648,57.65645908018654,336.72097534699634,518.6524509221512,0.3459757088274261,0.58502203,146.65452,-43.09502,73.227554,102.3176,80.215836,55.41527925422638,192.36198515019794,251.4296757683282,-34.81469,131.38077,97.91155,128.29556,-31.245419,96.0329
2014-05-15,61.97996376664561,84.9765225843086,146.9564863509542,36.448505249019746,7.603137324033525,0.23916862882496762,97.3354814358572,104.00000000000001,-0.6826463401672989,33.389356510974785,-15.373030258371337,32.55173569452357,335.9737434467948,520.2503776961695,0.27887850501788053,0.524417,146.65452,-43.09502,57.498394,76.3062,54.01497,86.13920864694892,150.84503452083362,236.76316019020322,-36.6723,101.51095,75.502884,93.193985,-12.210845,80.18405
