time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,x_coord,y_coord,MODIS_GPP,GOSIF_GPP,DIFFUSE_GPP,CABLE_BIOS_NEE,CABLE_BIOS_GPP,CABLE_BIOS_ER,This_Study_NEE,This_Study_GPP,This_Study_ER,FLUXCOM_RS_GPP,FLUXCOM_RS_NEE,FLUXCOM_RS_ER
2013-09-15,-50.57002606329638,178.28323885870765,127.71321279541125,96.43467882771093,15.829529856944443,0.2678958661915519,76.79759630462976,0.0,137.94545938208677,91.28554319894737,37.808162944710375,255.47625791563195,362.77006660783843,374.5781032955168,4.210995255089501,0.64743835,145.6301375,-17.11746943,209.94862,238.8419,183.96564,-64.26609097346012,367.05539565863796,302.18662137920444,-36.116394,185.20222,146.7291,188.90016,-38.429108,135.32182
2013-10-15,-45.752300809453004,209.7682510027193,164.0159501932663,87.11836291268709,17.776347892154767,0.24145758662608932,78.38014122164638,0.0,159.91733161651294,79.80645730382655,59.46335520629943,272.7821305368903,373.6884721609572,369.3115818260492,4.449375145636301,0.6244147,145.6301375,-17.11746943,206.8422,273.173,202.0911,-70.82313481274622,387.1495758591332,312.71910203937125,-34.99932,189.48798,153.83766,188.82423,-37.677933,137.94151
2013-11-15,-7.2677057023049265,186.1747668172937,178.90706111498878,85.12174635323855,18.855067487269107,0.2622064876518173,84.48389254583091,141.399999,140.73657702996786,80.57666545227859,42.87618213737465,231.9367711555667,391.2547198192493,378.0366865161189,3.4210999996685056,0.6013188,145.6301375,-17.11746943,228.50475,268.65643,197.24203,-31.744836904291056,373.1902638875755,345.8984606886135,-17.254412,186.6457,166.52751,197.3213,-40.500683,143.31041
2013-12-15,-43.23558899503925,225.01888211846466,181.78329312342544,109.69195202896981,18.85261210080645,0.27821501553787986,81.34822725032696,117.4,161.8404242503923,100.48542917349175,43.643802976377195,223.91585507370363,385.4182933314932,367.708266668293,4.111830605105005,0.6295524,145.6301375,-17.11746943,275.75012,302.8331,236.84451,-60.96527184127952,398.3592821351375,334.178699560543,-23.899712,203.96849,175.93353,216.9066,-49.41534,153.00497
2014-01-15,-4.002969416896027,204.95007116612214,200.94710174922608,112.85544193021545,20.998683543010753,0.2866869115049048,85.59277603768714,301.6,166.8324320739926,103.38340513738673,26.730449408567832,214.9400461601062,407.7539471676969,373.5671622903341,3.637485578009245,0.62522006,145.6301375,-17.11746943,240.38373,282.4588,212.33371,-1.7368625388541374,370.3069276021934,370.6323427182354,-6.151005,200.10324,189.44989,209.34476,-41.349518,154.04555
2014-02-15,0.7347890666557486,195.53531439691403,196.2701034635698,130.52330254884737,21.26986366666667,0.31373595227990086,59.54644881528949,613.5999989999999,133.41487923108832,132.37928866313322,8.400299352543536,166.99980472911236,413.6255536816941,385.3410045149687,10.388668711423994,0.62013966,145.6301375,-17.11746943,149.19589,244.19917,170.8324,69.72204012738013,313.6918927307701,385.64989356817557,-6.038014,192.92015,180.69087,207.41284,-37.166924,156.32394
2014-03-15,-2.261741561459084,208.89072854418905,206.62898698272994,102.95177305784466,21.358686369623655,0.3131344666849541,10.10070197514151,296.4,116.52117457436314,94.31095817455484,12.319870601584405,155.7800548873387,402.8427864024243,376.68596831674637,23.21531538866436,0.64859194,145.6301375,-17.11746943,189.68924,258.7459,202.32512,54.61598910068956,314.9059449066894,368.97490529654783,-11.13489,191.47574,177.76862,201.73305,-34.69594,153.29355
2014-04-15,5.284846066624725,183.91857949358433,189.20342556020904,85.95043164599646,20.69647014722222,0.30145768997023054,1.2573261827926694,597.599998,111.13572168980022,81.36110304267628,13.188253742493004,151.5832256342107,398.0898259684644,397.66773584172654,24.461478878875244,0.6343056,145.6301375,-17.11746943,140.1778,239.05713,184.06854,47.546628700521154,321.73812694058256,368.73601465487945,-10.213261,175.72295,163.15506,195.55103,-31.668602,150.81427
2014-05-15,-20.720277145584923,172.88638673879694,152.166109593212,122.51218076273166,18.134138315860216,0.2955665870473556,1.165451695576563,187.00000000000003,105.42833113996012,112.22964707266964,6.34099033815195,146.81109282102082,382.43876282366085,405.5151475791601,20.81176940557405,0.624558,145.6301375,-17.11746943,207.07616,237.56737,163.16005,12.924671446849462,320.12294320705905,335.6064738114722,-27.322466,165.17773,141.33936,179.46194,-29.50375,138.0051
2014-06-15,-7.09071079504874,133.87948323023744,126.78877243518872,91.99614630562293,16.57884945416667,0.3247895425486908,2.065373825541437,138.8,74.01273609232747,87.08400639485974,6.537020146569318,107.36797749832152,376.9990374719258,395.6878717691417,18.658985350853637,0.5762956,145.6301375,-17.11746943,160.12608,216.38387,159.15,31.030150089769172,274.6078784567716,303.72857241129657,-27.144547,154.4378,132.57076,165.92705,-23.3377,130.03024
2014-07-15,-54.05033371663279,152.27933265338788,98.22899893675512,92.13480088672065,14.787733489919356,0.2734996828835355,1.0575330089525736,81.4,108.43645721204423,84.40186210262016,19.609242725821296,164.7428850088743,351.3878386964655,391.233936001245,16.777070856928624,0.6427025,145.6301375,-17.11746943,219.6098,221.65677,160.10898,-29.718370266189392,323.135644720828,295.1026633609039,-35.981632,162.82852,128.32632,177.01408,-33.408905,127.88802
