time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,x_coord,y_coord,MODIS_GPP,GOSIF_GPP,DIFFUSE_GPP,CABLE_BIOS_NEE,CABLE_BIOS_GPP,CABLE_BIOS_ER,CABLE_POP_NEE,CABLE_POP_GPP,CABLE_POP_ER,This_Study_NEE,This_Study_GPP,This_Study_ER,FLUXCOM_RS_GPP,FLUXCOM_RS_NEE,FLUXCOM_RS_ER,FLUXCOM_MET_GPP,FLUXCOM_MET_NEE,FLUXCOM_MET_ER
2011-11-15,-23.413223133971393,130.06018801235,106.64696487837861,73.60449121253104,19.172894962815295,0.055648836720565496,65.510084615682,26.137261941393373,177.35711844569485,69.67437486075085,94.24632754246464,301.94284367663965,343.7522366879951,377.5731889597476,7.759850667956912,0.19478336,115.71377,-31.376351,145.48607,96.7,111.37958,-23.780443813408667,237.82436450377213,182.85676435514617,-35.64003546035383,107.2698956632521,73.35241166234482,-23.453243,127.38035,98.21593,60.685192,-10.093047,47.486084,63.28824,-10.467682,57.89479
2011-12-15,-31.357989912314864,141.86602509833216,110.50803518601727,87.0550212006784,22.93566015658602,0.045286136440988355,61.34691017837236,29.4,187.10527268019626,79.74843190635622,97.27583593893257,317.63992769689514,363.20645013440856,374.7638685333802,11.01129085464514,0.19712956,115.71377,-31.376351,128.66823,114.51,127.612656,74.70445293564134,139.95919290491096,228.01517154914063,23.754227683064528,33.16561752045527,58.143780204467475,-26.971827,137.22202,105.90463,66.439545,-11.461234,52.454365,58.340233,-4.6969113,56.626858
2012-01-15,-26.214784861145645,128.31497862376193,102.10019376261627,61.35980892087739,25.99191929435484,0.029236591754333803,55.75784576072364,2.2,187.88381781110687,56.209836905714155,119.51453561637013,322.5840465618952,378.85116552419356,371.65230797577556,15.199879512631782,0.19662659,115.71377,-31.376351,109.58302,112.52,113.43659,96.67861367354091,50.8789386469658,166.87767867249073,38.51468997972552,11.011256883357419,49.94658204051666,-25.673616,128.19669,101.30841,66.111145,-10.757462,57.582115,51.768574,1.993778,52.99945
2012-02-15,-15.603356492701938,113.17879722026677,97.57544072756484,61.14564079732692,23.695086918821836,0.030189548367873072,53.112000552658536,44.400000000000006,171.88716067036063,59.87665399917039,98.46846160740839,295.97441006837647,369.61780488505747,376.88025169438754,13.998652060795406,0.21565412,115.71377,-31.376351,135.60034,104.32,126.72219,60.32408303679394,64.17714297083766,127.95314309434322,40.85134836018551,6.741361928579863,47.640712790118414,-15.654417,116.73611,99.10597,64.702934,-12.472874,53.65573,52.290543,-2.241583,54.84268
2012-03-15,1.3938956218278395,93.29281118535557,94.68670680718343,35.182399932025184,22.123854215725807,0.026360255421636655,48.82631863616267,0.4,143.25605517794352,32.229516305711236,99.09217306852157,281.2901674132258,345.0793056451613,372.790380664297,13.861468916061131,0.23157838,115.71377,-31.376351,114.06792,93.5025,109.03059,56.76989983181928,26.125231855209208,84.30979103741878,39.3193774385727,2.3009464915448916,41.64573731787095,-13.131621,107.257774,93.546036,61.758663,-12.969006,49.296143,33.07301,1.9520522,40.77771
2012-04-15,6.339715356808918,75.56138030917725,81.90109566598618,38.07740392450805,17.960591027083336,0.028556344387685447,68.90985849180585,53.39999999999999,97.3200094431382,36.04425859150191,59.63333283427004,181.95201635532916,354.8895561111111,378.15208284884864,6.474373320291894,0.27024305,115.71377,-31.376351,78.512535,82.3775,99.60965,35.332257068106536,31.4270235383462,65.91779885825515,33.19087702530669,3.0972307487390935,35.82228719817067,-2.439703,85.29737,85.55872,58.863358,-15.093063,44.84073,27.295507,4.5490904,33.21655
2012-05-15,6.1066279793826554,81.53538743968399,87.64201541906664,43.988284458754194,13.968721412365593,0.04350256113114582,76.09176372838488,34.4,67.45931054002688,40.296316736857555,29.450529080429654,147.68970626054434,329.1497658602151,382.2241012852682,3.8417092366671315,0.3326841,115.71377,-31.376351,71.18201,74.3075,87.783936,0.14550349746834176,74.15250566670278,74.6894112548797,22.559094780532178,13.613044448196888,36.5812854788237,-4.009096,85.53503,85.6684,55.312622,-15.756383,43.31701,26.092758,2.785391,34.60422
2012-06-15,19.44587716213102,67.55428214278811,87.00015930491914,34.80856091226316,11.638366839644581,0.052643983789314765,94.25790194127899,147.45703900137326,49.07200360082293,32.94995565367627,12.205621110048234,102.21371617399107,338.15962153164895,378.0401516402834,0.7904157467000635,0.3559483,115.71377,-31.376351,72.05111,60.4525,81.721306,-11.729588836178891,97.72018138710625,83.69734964332551,5.931165163041442,44.281697643804364,48.718968192406464,13.303724,72.25145,86.273094,56.152573,-14.394158,43.56043,26.262428,7.439574,43.57414
2012-07-15,-2.7818496378,92.7978569982,90.01600736040001,43.28324486468862,8.884102021066818,0.05812018175257507,90.01009808970119,74.13708193888343,66.49770893857817,39.650451612903225,22.04600799731183,140.8682626848046,311.425638390104,377.73468544345394,1.1415606425922957,0.35940138,115.71377,-31.376351,101.14495,61.3175,77.226036,-77.03368937730492,172.04506614536956,95.78858045065076,-5.027316757390508,51.26143404794857,46.62073209579103,-3.9597633,86.29168,81.87243,53.235977,-17.46998,38.672768,36.1982,-1.580975,48.71665
2012-08-15,-4.080250319337711,102.3303684723704,98.25011815303267,53.125707422106956,11.92786557420829,0.06419571390339054,87.77641460427846,108.16328579439023,90.64650827632114,48.666829349940876,32.0594677188883,159.9936297849747,330.2400319800918,384.0833837039883,1.715499526495113,0.33142498,115.71377,-31.376351,112.60031,69.265,97.277916,-91.45959074864045,218.9863546906259,125.07982079757922,-7.935424523238908,62.6196296447888,54.36293407611083,-6.2119045,97.44775,91.55034,63.291164,-21.322756,43.837482,52.242046,-8.683842,57.145714
2012-09-15,-17.82883662954317,115.26423834591256,97.4354017163694,70.49040958129092,13.912734736613347,0.06336073568445162,76.10924367516535,69.2236655533854,129.16237067947836,66.72656981043804,55.407560443539175,226.1071121556463,323.3147145541153,381.30787655515456,3.824770344853241,0.28350374,115.71377,-31.376351,140.30457,80.8325,113.55504,-97.87053798284066,236.20150375529892,137.38533816630778,-5.385273486652295,58.04484096856322,52.40843118354678,-18.499928,113.218056,92.78882,66.982124,-20.480299,47.050293,71.87457,-19.486336,61.226658
2012-10-15,-30.94748344526111,127.81211681655188,96.86463337129075,84.7642839083482,16.8419846790831,0.045501579021139396,68.57153253659247,11.070234814329979,161.40753275339603,77.64995780970845,82.11128546066261,275.0487145186681,333.98350159834666,386.4070544604543,6.090580132834588,0.24207352,115.71377,-31.376351,130.91728,97.845,122.606865,8.340812374996153,185.6604478471831,159.6721039423628,-4.481933043978643,54.30131398374215,50.51937782659661,-32.10797,129.09492,94.78467,59.453636,-13.439532,46.402332,67.12393,-15.34176,57.755135
2012-11-15,-38.25700844512086,136.07252292539397,97.81551448027312,80.94099724583009,18.033861532400916,0.04323691607583233,69.45422309935627,43.8,190.11249810640567,76.61914770153113,102.11572242417384,308.6968748345598,341.58242136970966,381.93436920675333,6.390930239040692,0.22194524,115.71377,-31.376351,122.27666,101.5775,131.61067,60.65843209082151,132.84565579959855,198.31659405752362,4.181092269485816,44.1573004986858,48.60235064968583,-35.22692,135.3154,99.14444,64.38279,-12.543799,48.50288,60.420864,-11.173777,55.63887
2012-12-15,-6.285046549472355,112.75508932481128,106.47004277533892,71.1098587270157,22.854835866935485,0.0384524826037691,63.572259954192546,21.0,200.23242911891802,65.1415581588283,119.17419563225567,328.13597909157255,364.52076680107524,381.2525539478739,10.32552394209415,0.20732151,115.71377,-31.376351,130.42186,115.1375,128.1629,40.76776428810178,104.95990754403225,172.30762005664747,29.719974367995746,14.281918144610245,44.680985826518736,-17.381075,125.36016,105.28753,53.654785,-4.540832,47.523685,59.028076,-4.7957406,56.645714
2013-01-15,-4.088283701580813,100.71337059851479,96.62508689693396,40.75861778884976,24.26405224731183,0.031255459526529916,59.78418505568198,13.200000000000001,202.76117110787632,37.33771826714522,147.89366670554958,340.55467082298384,366.8427545026882,375.8080965252294,12.434113902284787,0.18722859,115.71377,-31.376351,124.61145,102.955,113.67671,81.33138771691017,39.90194376824398,127.96271302033192,42.15546740870923,4.387746548731229,46.54629042027227,-13.494321,111.50054,98.31199,52.765194,-4.059058,48.18178,52.485767,-0.38173354,52.052666
2013-02-15,18.961346048994123,58.26135171924422,77.22269776823833,24.8598348729482,25.236655279017857,0.026178857130723127,53.02700291297138,0.0,170.59889920157738,25.21333120216009,133.45562915421647,311.2910826644271,366.73910007440475,377.4236489465675,15.41359851788972,0.18162937,115.71377,-31.376351,95.290184,76.61,101.49619,68.44678257345049,23.3502299168187,93.83214023126624,40.4385334221879,2.597535317116126,43.04655279635335,-3.4660528,81.99331,84.39964,48.05188,-3.4502273,45.56806,40.914032,2.5432951,43.55416
2013-03-15,8.660349034001777,74.29692353202478,82.95727256602655,31.83632742452689,21.64936028928631,0.034207164911704786,64.15230677384773,88.62174948863742,128.93672950015434,29.164282022408592,93.77811199639343,241.976491494336,349.70162128003466,382.52991661541233,9.426980153142324,0.19468057,115.71377,-31.376351,106.73446,73.155,100.8118,41.74613586830958,37.64971456036208,78.76973341088869,26.561929096409585,9.904436631244607,36.290372691320954,2.3682625,84.70047,88.786476,48.06266,-6.847586,43.225906,33.807827,1.6077929,42.836567
2013-04-15,13.787267060830906,65.8109672521708,79.5982343130017,35.78233756130852,22.518957937499998,0.035300970055555554,63.94374119730274,12.6,88.79081552720913,33.87173743843619,45.790051721303634,169.27032819296483,367.0204276342118,397.6722634550492,10.009509046725771,0.25795835,115.71377,-31.376351,59.382862,75.345,89.02577,37.42285500535742,33.50251958295348,71.82134808968047,28.90240735845873,3.4069414532204974,32.49813444739266,3.9325109,77.17838,84.99979,43.098377,-5.249285,41.43752,29.93736,6.565022,43.1572
2013-05-15,7.139651894907803,69.62344534786179,76.76309724276959,45.866926425208234,16.803059114919353,0.045216226756272404,68.64866074727033,79.2,73.81905844760918,42.01728295881531,24.665762709951256,140.74750521101936,338.36155299611704,395.2988594039216,6.060383812776271,0.30089074,115.71377,-31.376351,80.10998,63.055,84.84073,-0.3992557869593248,74.62083368457216,72.20655360450684,4.392460146358644,31.477000378305092,34.743213079083944,3.824105,73.71765,78.355484,45.553017,-10.516705,37.560997,31.470125,3.8759024,44.7699
2013-06-15,1.3350620680574683,69.47989447854545,70.81495654660291,30.89690192599647,14.57200503263889,0.04858345997915697,67.91964029908462,27.8,64.20311826450026,29.24715994044172,23.119012777712523,133.14308733136625,320.5098700506483,390.1428059622637,5.363316556550792,0.32727247,115.71377,-31.376351,72.889755,58.87,71.12826,-46.430499860878676,125.11670810176373,77.36983349806337,-4.17342083332187,34.38124822312966,30.621795104962075,-2.7238111,73.43122,74.02657,43.93245,-9.161439,36.417,29.593828,2.9114726,43.767212
2013-07-15,6.020903080916594,61.729619441741335,67.75052252265793,43.67969356763115,13.511892301747313,0.042994057207179484,67.32831146897306,102.60000000000001,65.4773979884652,40.013626096751715,18.18921718691235,127.27188708001123,321.96479423290066,395.9915462946856,5.094044597179515,0.3289129,115.71377,-31.376351,76.98687,56.3125,83.11151,-60.914144427011934,152.6761079571176,91.34600103332666,-11.812569077621447,48.081800947431475,35.35425070850761,2.8947272,68.70916,73.56784,44.905766,-10.758186,36.505463,30.510181,-0.13984825,44.990852
2013-08-15,2.2239917308080344,80.29468350224,82.51867523304804,59.97619520634196,15.995519245295698,0.06548278323252688,72.29462202422205,146.6,89.34229750518031,54.94235086554683,20.92002042081396,146.57052672878777,345.07587822580643,396.05639182162497,5.082757128171474,0.28875917,115.71377,-31.376351,96.93509,63.505,92.784096,-58.67542149690173,193.9429835877398,134.045445285979,-20.54886177572189,69.55968039552681,48.63229417079128,0.02322129,83.51266,83.60439,47.21192,-10.322097,38.75596,52.962746,-5.4808865,60.30301
2013-09-15,-19.89645006280604,98.75128731895106,78.85483725614502,71.70999136501331,16.37262774097222,0.06971870589120371,69.27163298766813,109.2,119.30647874865215,67.88103194953575,39.84482346778011,189.50770905986954,343.4214586111111,392.8701680693588,5.7769042156985115,0.24897559,115.71377,-31.376351,75.16434,69.7375,113.65356,-65.26563831990404,218.64246957979324,152.27142389847785,-26.840259342163336,84.02047083014622,56.68367468967335,-13.969533,97.65491,84.326164,62.393024,-16.198042,46.11989,79.348564,-18.09692,69.13585
2013-10-15,-27.522579514511282,110.92379154293718,83.4012120284259,67.2260110502177,18.395350432123657,0.05602655933691756,64.4969313011877,18.400000000000002,175.31148093688304,61.58368455526215,90.06592923516696,286.5822812767621,335.59039119623657,394.0023997339191,7.601824432995823,0.22984153,115.71377,-31.376351,119.95173,93.52,113.71785,-105.27422109433829,275.3326789858411,163.75388247326669,-34.19960544328205,95.22720979526639,61.38077128917212,-31.838942,118.51788,88.22586,61.17468,-14.811234,46.45285,80.35111,-19.16655,65.02028
2013-11-15,-46.50723548067958,134.87315094254694,88.36591546186736,68.08972425359156,22.748678583333334,0.03630591931944444,55.722960244039584,3.5999999999999996,190.8881639424032,64.45406922400163,106.58708701877572,322.244811796674,349.28683118055557,375.8943362985634,12.468121976353466,0.21120228,115.71377,-31.376351,155.80498,101.4075,118.75617,62.20097018876274,150.4161904445582,191.70252203953808,-2.6046485916085658,49.066173437051475,48.002398565236945,-43.334114,137.39441,96.27346,59.926086,-9.801206,48.73093,57.350994,-8.680049,53.893578
2013-12-15,-38.74059971883125,128.31759281240608,89.57699309357483,53.97056150287481,23.760203178763437,0.03109986484543011,53.31953721891212,0.2,209.60275787530983,49.44077423217355,141.29037937887657,357.68969861926143,347.87191868279575,378.40462957698054,13.992698064720106,0.18901065,115.71377,-31.376351,126.03152,109.6675,135.07883,86.0833169675214,73.16186967878865,179.30532079080058,26.354488968558144,13.677076468302403,40.5638956969633,-40.21593,132.28674,92.52915,60.946,-9.149672,48.592743,50.06656,-4.3792214,46.1168
2014-01-15,-25.603483772459036,114.02503067811602,88.42154690565698,40.74065433330785,25.829402930107527,0.028331644090501793,53.69032429200798,0.2,209.6543924781653,37.32126249708935,151.93871970441793,357.3725886088777,362.0023630376344,369.0015939847545,15.754032444698753,0.18513857,115.71377,-31.376351,140.90674,105.11,114.539314,69.04514567689344,48.09392836482109,126.49212812133052,37.21708959020907,3.445103815298353,40.77605509967543,-28.409622,117.98404,90.852806,60.31856,-8.153315,52.13381,38.873447,0.9907415,40.59525
2014-02-15,-25.17669603357064,98.40845202626207,73.23175599269143,30.027142920338598,26.664463563988097,0.027468592566964285,48.389160735976,0.0,191.2453327670387,30.454116182764047,139.64262387682797,336.3464585671875,363.8280164434524,349.35388839408716,18.468153293140055,0.18653215,115.71377,-31.376351,101.02256,82.235,105.68215,58.80141109665624,30.486269331391664,92.17988291304836,39.17844101891387,2.5027007208700525,41.692272702624905,-21.843279,100.8164,81.66583,52.917366,-4.9110985,50.596416,33.678318,3.022098,39.110527
