time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,x_coord,y_coord,MODIS_GPP,GOSIF_GPP,DIFFUSE_GPP,CABLE_BIOS_NEE,CABLE_BIOS_GPP,CABLE_BIOS_ER,This_Study_NEE,This_Study_GPP,This_Study_ER,FLUXCOM_RS_GPP,FLUXCOM_RS_NEE,FLUXCOM_RS_ER
2013-02-15,18.73139413891857,3.928195906156974,22.659590045075543,9.870766328353128,25.810813492063495,0.07645358878968254,39.16299851190476,72.0,137.92643976104299,10.011124447440158,95.05789523071083,280.3337754104638,377.505832514881,368.77504690129035,20.672713561793785,0.036490813,146.2908,-34.9878,30.445156,23.6937,12.154211,9.652086042443225,7.974104138469429,17.40933661763556,23.167044,11.862307,30.66582,4.2505436,12.135217,22.203503
2013-03-15,9.42701644387819,16.0821461441978,25.50916258807599,11.310402231864671,22.071326635327235,0.09933254761193605,45.756993420573984,68.0,121.42183945577874,10.361112199859305,73.6515002199481,247.5188658841556,353.40966493738415,372.12512790942446,14.644876826125557,0.039399855,146.2908,-34.9878,37.05666,27.653101,13.417681,7.240469397343884,7.529979415525852,15.168941396585044,22.847486,12.876813,30.376925,5.2969112,10.552104,22.099842
2013-04-15,1.686701764102157,20.219792156317546,21.9064939204197,12.069149059354045,17.501168055555556,0.08956819212962963,51.49328009259259,8.0,79.7760778846929,11.424716100320634,48.65403322438809,178.83613015881411,332.3390958101852,394.74737420168094,9.807891387076296,0.05094269,146.2908,-34.9878,24.936928,25.2277,16.521444,5.997860325190004,4.4265790505044045,11.361756330918732,12.223331,16.374197,26.154526,6.907119,8.708166,20.762342
2013-05-15,7.9690533652957685,14.8146396785936,22.783693043889368,12.853407552999888,12.62443234767025,0.10269986559139785,64.49647177419355,115.0,51.505449999582474,11.774611996729588,30.61727168368487,127.2033827094803,314.66563413978497,376.48827197685694,5.219415811191784,0.06277327,146.2908,-34.9878,23.01624,26.1084,19.758165,2.251222070075092,6.8846886765818835,9.432454265300164,10.395982,21.226313,31.900158,9.690654,5.29082,21.17085
2013-06-15,7.344142415943444,26.948774199588975,34.29291661553242,14.562628540077082,9.448096662932358,0.24510289913634398,78.33536415347346,96.0,36.03063758772508,13.785056090251977,16.291735716614262,99.54378607862945,304.1863956818247,384.57896855755234,2.572602767919084,0.14442629,146.2908,-34.9878,32.192463,35.9888,31.632095,-4.814741533221291,17.231045001509948,11.94276665222458,1.3844868,42.029827,40.080235,21.487713,-0.820615,25.10065
2013-07-15,-9.529486717211382,41.966819007852294,32.43733229064091,18.478440120350257,10.293113719130615,0.22163592050498854,82.83778308528748,44.2,42.70246368704872,16.927531615625522,15.521902297386832,108.64008001606292,310.0254024520131,381.0189235983437,2.1580769476975856,0.23992842,146.2908,-34.9878,55.111774,70.6967,61.098003,-7.1894163071180825,20.751566001227467,13.484445790037244,-10.694266,59.190067,44.704277,54.75803,-16.402855,38.62217
2013-08-15,-42.407385983111425,76.71526060209277,34.307874618981344,30.425805738652123,11.042517577285032,0.2183913408779034,80.57419905990115,36.6,68.26524864783848,27.872146415903835,17.82006806492269,142.5285073885164,314.1294479168283,375.98362741776486,2.5692512681882813,0.34997463,146.2908,-34.9878,101.492065,131.5306,105.50628,-8.512189503208477,23.030391926343007,14.432872778293476,-43.71377,91.922005,47.48853,91.95417,-31.889694,57.861237
2013-09-15,-59.398314033921,89.69063061133868,30.292316577417672,34.87447730826513,15.145274746620935,0.1406398079867925,58.97208050917293,62.0,111.84908580241327,33.0123524396448,31.99402606313369,206.8244291457759,325.85221623517424,379.59273200182827,7.121435871009024,0.30183932,146.2908,-34.9878,96.235115,144.6451,116.93931,-8.95694927334458,26.43727805183527,17.587101379794042,-49.249504,101.876236,47.049652,97.96286,-32.982567,65.99707
2013-10-15,-3.335313259050637,31.5192179324076,28.18390467335696,32.670468467572114,16.61542361111111,0.08394144041218639,42.90419758064516,13.0,140.76116674144242,29.928413019726303,75.61689803167805,269.944924303181,318.44188653673837,375.82021425635077,10.903929285189934,0.1477253,146.2908,-34.9878,63.055916,80.4728,63.596176,-4.539140459771622,21.954966318904145,17.639494184393406,-1.1864015,41.17245,36.576027,34.81713,-3.2191515,33.43032
2013-11-15,25.1039859108973,6.109043866996384,31.213029777893684,25.712802378535713,19.62442777777778,0.10091184027777778,39.8378087962963,51.0,167.58824913957267,24.33986570832377,95.28922724145414,318.5338002079838,334.19394180555554,375.9746943068889,13.929105067300686,0.059978142,146.2908,-34.9878,51.49663,35.6947,24.554317,2.1494498774062243,15.774641882330968,17.99305835525083,22.516014,18.41749,35.00494,15.459918,4.7938237,22.543112
