time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,kNDVI_anom_RS,LST_RS,trees_RS,grass_RS,bare_RS,C4_grass_RS,LST-Tair_RS,TWI_RS,NDWI_RS,rain_RS,rain_anom_RS,rain_cml3_anom_RS,rain_cml6_anom_RS,rain_cml12_anom_RS,srad_RS,srad_anom_RS,vpd_RS,tavg_RS,tavg_anom_RS,SOC_RS,VegH_RS,x_coord,y_coord
2012-08-15,0.7275029265396923,1.9584225741894046,2.685925500729097,2.758423595223345,17.172348055645163,0.0,24.075102674759265,0.0,86.32488743797043,2.5269071584677416,77.96657333270112,244.7134297757902,300.54173884408607,362.2309075811766,15.030411422365745,0.046394024,0.99101996,29.84317,0.0028450196,0.13005888,0.8670961,0.019078482,13.802717,10.0,-0.13374898,0.09682944,0.048995893,0.024779871,1.1962984,0.76343083,21.151712,1.0386028,20.907448,16.040453,0.9744086,0.46556467,1.2730556,133.64,-22.287
2012-09-15,6.854634301805859,2.7331404314013072,9.587774733207167,5.4736196682401115,22.30590364861111,0.0,20.58353630396797,4.0,102.60903997069444,5.181355408176674,88.25111724345655,270.0123228761526,332.21416756944444,359.0678713383514,21.756689457085876,0.04365827,0.99546635,38.201233,0.0028450196,0.13005888,0.8670961,0.019078482,16.694174,10.0,-0.12830205,1.6026338,0.12863408,0.07817612,0.6122999,0.76523614,24.36447,1.02222,29.760286,21.50706,0.9983691,0.46556467,1.2730556,133.64,-22.287
2012-10-15,6.424131327394135,8.427747676134137,14.85187900352827,7.785157567178631,25.982049763309895,0.0,18.204654299727522,5.0,124.61792947807922,7.131743804819854,111.75119817221193,304.711987607298,352.30435977513844,361.46413871027204,28.084871878451473,0.042432852,0.99694014,45.073456,0.0028450196,0.13005888,0.8670961,0.019078482,20.290773,10.0,-0.13135308,0.3594746,0.024940172,0.07137044,0.04021387,0.74545723,27.360973,1.0317537,37.233604,24.782682,0.978167,0.46556467,1.2730556,133.64,-22.287
2012-11-15,9.413362415112308,11.225408768637596,20.638771183749906,32.29656285303095,29.594921583333335,0.0,30.296668572047125,37.2,141.20785829390277,30.57208588587837,100.22442731156856,297.73110837166155,393.3351805555555,364.0248233941334,29.720057274691225,0.041469384,1.0248498,47.242004,0.0028450196,0.13005888,0.8670961,0.019078482,17.969236,10.0,-0.12969679,36.31749,1.448466,0.7369197,0.5652064,0.7995235,26.988245,0.9922022,38.29768,29.272768,1.0523111,0.46556467,1.2730556,133.64,-22.287
2012-12-15,10.097593819360709,19.981884271247303,30.07947809060801,48.31449157908291,30.04678772177419,0.0,34.347185401345286,56.8,148.93107654341398,44.25942224404041,98.52322234529434,298.9401023607711,400.8913827284946,367.42921884279224,28.751128986464654,0.040600892,0.9906837,46.70395,0.0028450196,0.13005888,0.8670961,0.019078482,16.390509,10.0,-0.09559984,62.577137,0.96544766,0.95159173,0.80095077,0.98354334,27.819494,0.99985105,37.10801,30.31344,1.0273298,0.46556467,1.2730556,133.64,-22.287
2013-01-15,15.634852825945675,11.516105703430853,27.15095852937653,24.829127439787797,32.38084606182796,0.0,24.828140454201794,20.8,151.10077558944892,22.745201271753036,118.32480609982989,319.5617290257541,404.6544766801076,367.1615970373582,37.744742007892604,0.038038146,0.7432722,47.446198,0.0028450196,0.13005888,0.8670961,0.019078482,15.378899,10.0,-0.1327486,13.811451,0.18491165,0.6769867,0.5875425,0.8513067,29.042334,1.0691985,47.263367,32.0673,1.0646174,0.46556467,1.2730556,133.64,-22.287
2013-02-15,9.801959672486849,5.610540587224534,15.412500259711384,12.650434973861133,30.043311063988096,0.0,27.92395931733334,11.2,132.18502383030506,12.830318804507968,113.71282409598692,290.3203846638558,396.8748453869048,363.9339194626917,31.557552628468176,0.039391067,0.6126736,46.410156,0.0028450196,0.13005888,0.8670961,0.019078482,16.744429,10.0,-0.118376784,8.1425705,0.22045264,0.4806842,0.5391134,0.6905283,27.265991,1.029115,37.6772,29.665728,1.0168127,0.46556467,1.2730556,133.64,-22.287
2013-03-15,10.310520543095357,4.00820872968616,14.318729272781518,5.960492018238124,29.665670934139783,0.0,28.09959562753712,3.6,121.88794410355511,5.460223721605832,110.02175247465186,274.9348029713336,394.13464986559137,364.0128697895596,30.78554239384965,0.037294783,0.56429887,42.626404,0.0028450196,0.13005888,0.8670961,0.019078482,13.572641,10.0,-0.1293495,6.1294956,0.24604554,0.20567995,0.5274305,0.5431063,25.370886,1.0330807,36.610363,29.053762,1.0602832,0.46556467,1.2730556,133.64,-22.287
2013-04-15,9.512587825556302,0.0,6.980686806693246,6.885277363125694,24.320280849129905,0.0,27.11165241966827,6.4,93.70499923817245,6.5176375533044775,85.98242437485447,239.6123428187604,353.90147759918887,363.9802693504427,22.61384566619918,0.036990885,0.60889125,37.574036,0.0028450196,0.13005888,0.8670961,0.019078482,13.959824,10.0,-0.1395576,6.8675156,0.7106287,0.29560998,0.56435937,0.45999593,21.929024,1.0077962,28.591427,23.614212,1.0112585,0.46556467,1.2730556,133.64,-22.287
2013-05-15,6.154123274118154,0.0,5.814680615419241,24.578550378758816,19.419784887768817,0.0,46.90557423338103,43.6,75.84768670813172,22.5156553200876,56.9471051980078,185.86785636660312,342.2851055107527,365.2681184374222,12.134334901267447,0.038067564,0.6497473,30.210693,0.0028450196,0.13005888,0.8670961,0.019078482,10.935638,10.0,-0.12171991,42.928955,2.8919938,1.1316439,0.6169139,0.6049616,16.531965,0.9432409,17.73753,19.275055,1.0689579,0.46556467,1.2730556,133.64,-22.287
