time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,LAI_RS,EVI_RS,LST_RS,Fpar_RS,tree_cover_RS,nontree_cover_RS,nonveg_cover_RS,LST-Tair_RS,MI_RS,solar_RS,Ta_RS,VPD_RS,precip_RS,precip_cml_3_RS,precip_cml_6_RS,TWI_RS,PFT_RS,x_coord,y_coord
2013-02-15 00:30:00,20.350459394449725,7.5953611105199865,9.870766328353128,9.870766328353128,25.810813492063495,0.07645358878968254,39.16299851190476,72.0,137.92643976104299,10.011124447440158,95.05789523071083,280.3337754104638,377.505832514881,368.7733006520544,20.672713561793785,0.3257135,0.13986179,318.80917,17.309603,7.15801,67.59366,26.055685,19.414356,0.18166524,274.9628,26.244823,20.410511,36.087315,81.72119,163.59555,11.09177,40.0,146.2908,-34.9878
2013-03-15 00:30:00,11.096753456680105,18.6038447699978,11.310402231864671,11.310402231864671,22.071326635327235,0.09933254761193605,45.756993420573984,68.0,121.42183945577874,10.361112199859305,73.6515002199481,247.5188658841556,353.40966493738415,372.1442909612084,14.644876826125556,0.3202498,0.1385131,312.8119,18.376495,7.15801,67.59366,26.055685,17.252861,0.26241598,237.50748,22.409035,14.049283,39.858944,86.26851,185.02687,11.09177,40.0,146.2908,-34.9878
2013-04-15 00:30:00,3.547394108916415,21.987595459117546,12.069149059354045,12.069149059354045,17.501168055555556,0.08956819212962963,51.49328009259259,8.0,79.7760778846929,11.424716100320634,48.65403322438809,178.83613015881411,332.3390958101852,394.7407497871187,9.807891387076296,0.30945888,0.14101937,302.99,20.761335,7.15801,67.59366,26.055685,11.928331,0.06343268,171.95988,17.911665,9.080367,10.269336,86.21559,175.00195,11.09177,40.0,146.2908,-34.9878
2013-05-15 00:30:00,10.264407207495768,16.510917666593603,12.853407552999888,12.853407552999888,12.62443234767025,0.10269986559139785,64.49647177419355,115.0,51.505449999582474,11.774611996729588,30.61727168368487,127.2033827094803,314.66563413978497,376.65778312194556,5.2194158111917845,0.28230402,0.17405799,296.44037,20.649162,7.15801,67.59366,26.055685,10.165053,0.52758735,120.04927,13.125321,4.6960373,56.71017,106.838455,188.55965,11.09177,40.0,146.2908,-34.9878
2013-06-15 00:30:00,11.496722417943445,29.836106706588975,14.562628540077082,14.562628540077082,9.448096662932358,0.24510289913634398,78.33536415347346,96.0,36.03063758772508,13.785056090251977,16.291735716614262,99.54378607862945,304.1863956818247,384.38477983242797,2.572602767919084,0.52495694,0.23945242,288.623,34.87212,7.15801,67.59366,26.055685,5.464157,3.5232122,93.68056,10.008835,2.1331167,61.36203,128.34154,214.61005,11.09177,40.0,146.2908,-34.9878
2013-07-15 00:30:00,-6.525103549211382,44.78924779345229,18.478440120350257,18.478440120350257,10.293113719130615,0.22163592050498854,82.83778308528748,44.2,42.70246368704872,16.927531615625522,15.521902297386832,108.64008001606292,310.0254024520131,380.86169194834025,2.1580769476975856,0.7755866,0.33029187,288.6248,46.226818,7.15801,67.59366,26.055685,4.903018,0.6752057,102.628426,10.5717745,2.6193962,41.166283,159.2385,245.45407,11.09177,40.0,146.2908,-34.9878
2013-08-15 00:30:00,-40.54895570071143,79.23598425609276,30.425805738652123,30.425805738652123,11.042517577285032,0.2183913408779034,80.57419905990115,36.6,68.26524864783848,27.872146415903835,17.82006806492269,142.5285073885164,314.1294479168283,375.9744434725291,2.569251268188282,1.1702199,0.3714747,290.9036,57.73201,7.15801,67.59366,26.055685,6.53957,0.39488754,135.04704,11.214031,3.3015862,35.46936,137.99768,244.83612,11.09177,40.0,146.2908,-34.9878
2013-09-15 00:30:00,-58.516870349121,90.70072733773867,34.87447730826513,34.87447730826513,15.145274746620935,0.1406398079867925,58.97208050917293,62.0,111.84908580241327,33.0123524396448,31.99402606313369,206.8244291457759,325.85221623517424,379.5676874586562,7.121435871009023,1.1911368,0.34602964,298.45404,54.10392,7.15801,67.59366,26.055685,9.655047,0.3846677,201.17284,15.648999,6.4167376,41.88962,118.52527,246.86679,11.09177,40.0,146.2908,-34.9878
2013-10-15 00:30:00,-3.201121685850639,31.658524324407598,32.670468467572114,32.670468467572114,16.61542361111111,0.08394144041218639,42.90419758064516,13.0,140.76116674144242,29.928413019726303,75.61689803167805,269.944924303181,318.44188653673837,375.7894520245072,10.903929285189934,0.7381687,0.22300023,308.7281,37.214737,7.15801,67.59366,26.055685,18.937773,0.060654998,259.5766,16.640322,9.141583,17.117817,94.47679,253.71529,11.09177,40.0,146.2908,-34.9878
2013-11-15 00:30:00,25.251448844859752,6.2929935907963825,25.712802378535713,25.712802378535713,19.62442777777778,0.10091184027777778,39.8378087962963,51.0,167.58824913957267,24.33986570832377,95.28922724145414,318.5338002079838,334.19394180555554,375.9610857545453,13.929105067300686,0.4068144,0.17055228,312.705,21.389814,7.15801,67.59366,26.055685,19.837664,0.09214412,298.59952,19.717329,12.635474,27.578495,86.58594,224.5836,11.09177,40.0,146.2908,-34.9878
2013-12-15 00:30:00,34.155023585890305,0.5983722741572564,31.66278493033696,31.66278493033696,23.97056765232975,0.10079497759856632,35.44382168458782,65.0,175.9817514415354,29.005305072085857,101.68597534193069,334.93079253218417,355.53199451164875,378.2024851004658,19.603153465916876,0.32917506,0.14176442,319.32578,16.807152,7.15801,67.59366,26.055685,22.096102,0.065098695,330.66382,24.07968,18.41264,33.62654,78.32285,196.84811,11.09177,40.0,146.2908,-34.9878
