time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,kNDVI_anom_RS,LST_RS,trees_RS,grass_RS,bare_RS,C4_grass_RS,LST-Tair_RS,TWI_RS,NDWI_RS,rain_RS,rain_anom_RS,rain_cml3_anom_RS,rain_cml6_anom_RS,rain_cml12_anom_RS,srad_RS,srad_anom_RS,vpd_RS,tavg_RS,tavg_anom_RS,SOC_RS,VegH_RS,x_coord,y_coord
2014-01-15,41.146195201115496,124.61046791835952,75.06866365425958,75.06866365425958,23.467438306451612,0.09545453792625656,68.48799092687493,27.4,175.88698499175857,68.76809779797317,86.96090713422362,250.51537228878465,395.564035483871,397.01038758643926,9.276950197417783,0.30232736,0.9258668,36.48932,0.5446764,0.30563283,0.14969073,0.10023079,12.503172,9.450201,-0.045102358,22.18413,0.2772966,0.8631335,0.682244,0.86039996,25.746288,1.0639093,17.713852,23.986147,0.9723464,1.7741822,10.273369,150.723611,-33.615278
2014-02-15,30.46542042775324,104.28718943559483,61.45233539337911,61.45233539337911,22.47010896577381,0.11814463259802788,72.74222476838598,56.199999999999996,153.6327924365729,62.32616159110243,62.141386098183204,210.44280356847543,396.83053400297615,400.52478075369004,7.544056480947076,0.2946442,0.806669,31.981476,0.5446764,0.30563283,0.14969073,0.10023079,8.618996,9.450201,-0.033502206,77.06069,0.5865603,0.46815607,0.69019526,0.78013915,21.361101,1.0137389,12.892507,23.36248,0.9877878,1.7741822,10.273369,150.723611,-33.615278
2014-03-15,16.000617703059916,126.44839920144028,76.91520571613628,76.91520571613628,21.39285350134409,0.1359725881502163,77.36977864903294,118.8,128.09619607554504,70.4596582829719,35.39070405190944,179.82250623963776,389.535649327957,406.81291971605737,5.856466825589926,0.42157564,1.0039917,26.207397,0.5446764,0.30563283,0.14969073,0.10023079,4.2938232,9.450201,-0.024738928,130.95377,1.1423705,0.70610434,0.7892886,0.8288974,17.12256,0.9528343,8.872785,21.913574,1.010719,1.7741822,10.273369,150.723611,-33.615278
2014-04-15,-2.599659114529727,122.12753076979298,59.48885749297941,59.48885749297941,18.788632069444443,0.1362751484562645,73.15917769084207,54.4,93.62845236506182,56.31244627499008,22.29204016250906,149.29550737122915,366.8204708333334,415.48713555746735,5.8930683206976076,0.4627686,1.0677596,19.740173,0.5446764,0.30563283,0.14969073,0.10023079,0.94861984,9.450201,-0.0071949787,40.8408,0.77713615,0.83350843,0.8514804,0.8040116,13.833866,0.960327,8.771337,18.791553,1.0168447,1.7741822,10.273369,150.723611,-33.615278
2014-05-15,-28.22161649956356,119.64217447410921,39.307500853051835,39.307500853051835,16.107163746639785,0.0875332419419092,67.87149325195998,3.2,70.80910475194894,36.00839459865889,22.162716734328427,137.3801212241465,338.9081899193548,414.45033329940713,5.9370802795340065,0.42394975,1.0543122,19.978546,0.5446764,0.30563283,0.14969073,0.10023079,4.235443,9.450201,-0.044317197,3.3063745,0.10993003,0.8876505,0.63696545,0.7669702,11.893748,1.038183,9.002475,15.743103,1.0702202,1.7741822,10.273369,150.723611,-33.615278
2014-06-15,-35.839828734413864,101.15117137846048,43.741522236472946,43.741522236472946,13.600533612500001,0.09788497977881995,69.33541745486748,26.800000000000004,48.84130779371528,41.40594095656251,6.769756016933376,109.53385581040973,328.28124881944444,370.41378149519574,4.809175170245802,0.38722882,1.0429395,15.039337,0.5446764,0.30563283,0.14969073,0.10023079,2.1290903,9.450201,-0.047145154,22.93407,0.39252532,0.47556123,0.6364793,0.68088627,9.214075,1.0022483,6.6266274,12.910247,1.0650231,1.7741822,10.273369,150.723611,-33.615278
2014-07-15,-47.819749644528514,96.35163316903063,33.35833503109892,33.35833503109892,12.084814469959676,0.08748578390091799,62.874369105197594,15.6,55.05115548528629,30.558546457700235,17.326625390463576,127.1715926887258,310.033320967742,408.61371297676135,5.26521943821461,0.30079982,0.90169466,15.184357,0.5446764,0.30563283,0.14969073,0.10023079,3.8333244,9.450201,-0.06518338,12.688365,0.5133924,0.33834246,0.73533446,0.72017235,10.695985,1.0292438,7.864745,11.351032,1.0075227,1.7741822,10.273369,150.723611,-33.615278
2014-08-15,-33.545861597386114,94.79698280841609,48.24435186106542,48.24435186106542,12.784336378360214,0.13824361686621056,69.16419576879849,107.00000000000001,81.79689614259006,44.195169401997504,26.234625128826558,140.9885327963441,330.16297909946235,408.40881870996526,4.581623094156269,0.27392203,0.9029646,17.494263,0.5446764,0.30563283,0.14969073,0.10023079,5.3089247,9.450201,-0.0676114,105.615555,3.5147774,1.2179255,1.0876772,0.84916955,12.465503,0.92643607,6.747239,12.185338,0.9766229,1.7741822,10.273369,150.723611,-33.615278
2014-09-15,-36.75519075969375,123.12879940280801,56.86084429981858,56.86084429981858,16.201987782638888,0.12117238158447774,62.14203992630689,21.800000000000004,131.8098533474389,53.824756008501105,51.4856800799749,206.65495311168053,340.7102449305555,409.03599909220924,7.038994683892586,0.33410215,1.0918359,22.519653,0.5446764,0.30563283,0.14969073,0.10023079,6.916649,9.450201,-0.065675735,23.879696,0.71954167,1.6166207,0.91436595,0.8535061,17.641283,0.97489256,11.36195,15.603004,0.9873196,1.7741822,10.273369,150.723611,-33.615278
2014-10-15,-9.36159398546543,132.46417428561318,58.50283588397809,58.50283588397809,19.6909041446914,0.11369952696552396,58.94138675236096,57.0,172.65620405139128,53.592651629677654,78.6888746581103,257.5007696875387,357.960004188729,408.2867664470081,9.546228451957832,0.3313495,1.0607766,30.68283,0.5446764,0.30563283,0.14969073,0.10023079,11.305225,9.450201,-0.061162595,50.77348,0.919639,1.5219408,0.9387314,0.9077698,23.022924,1.0526322,15.790945,19.377605,1.039105,1.7741822,10.273369,150.723611,-33.615278
