time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,LAI_anom_RS,kNDVI_anom_RS,FPAR_RS,LST_RS,tree_cover_RS,nontree_cover_RS,nonveg_cover_RS,LST-Tair_RS,TWI_RS,NDWI_RS,rain_anom_RS,rain_cml3_anom_RS,rain_cml6_anom_RS,rain_cml12_anom_RS,srad_anom_RS,vpd_RS,tavg_anom_RS,SOC_RS,CO2_RS,x_coord,y_coord
2008-11-15 00:30:00,28.13513642568367,65.48206249971909,67.5861631677628,67.5861631677628,29.427255633763657,0.0505403608822036,64.31155971336895,76.89999999999999,142.37494635091699,63.97739581343471,71.70961658069675,302.42599902904357,459.9814379652981,387.3637440557516,15.066369909207506,0.78718954,0.75250614,35.981762,45.38144,8.572342,73.18139,19.24627,13.909706,10.0,-0.13390572,1.1571453,0.97775865,0.96562135,1.2550949,0.9922564,23.747177,1.010496,0.80259156,383.635,131.3881,-14.1592
2008-12-15 00:30:00,24.277234457637952,138.9492467567713,106.82526431664272,106.82526431664272,27.774837600806453,0.08868176332948242,75.47934814629149,401.6,134.1068531392406,97.85934458158398,40.19011546759233,261.29688925074936,503.803682852045,392.7621693789869,9.380567607373928,0.82479304,0.9086927,38.782154,43.156677,8.572342,73.18139,19.24627,13.762453,10.0,-0.12461209,1.2061285,1.1237165,1.1202345,1.2440177,0.93930703,13.725682,0.97086257,0.80259156,383.711,131.3881,-14.1592
2009-01-15 00:30:00,-8.53393775544605,188.4616260272157,116.65834512805152,116.65834512805152,26.62993367607527,0.10107868149623632,81.07170408547984,189.0,134.7959941939321,106.86712798916787,30.99244356481809,253.46396504516798,429.7293529568497,385.6399628127462,6.759091684605181,1.1151179,1.0715551,47.815098,36.225006,6.783779,82.38644,11.798799,7.4786034,10.0,-0.07872388,1.0678045,1.1259347,1.0906168,1.2758038,0.93069905,10.484014,0.97953004,0.80259156,383.955,131.3881,-14.1592
2009-02-15 00:30:00,-6.382939642134567,173.5978249013205,101.224003439864,101.224003439864,26.45778220238095,0.10300746628720239,82.58213243668821,395.70000000000005,123.16989192708331,102.66336592263984,27.565431525326662,237.22642506901417,432.26049863170056,381.7449557742642,6.155355018700811,0.8024995,1.0272021,39.55975,33.450012,6.783779,82.38644,11.798799,5.0426025,10.0,-0.060161363,1.4786742,1.2563521,1.217076,1.1855474,0.9179851,9.431988,0.9756599,0.80259156,383.918,131.3881,-14.1592
2009-03-15 00:30:00,-7.467335953477548,135.53944028237854,145.53724789340566,145.53724789340566,28.195808763440862,0.06428500430319302,59.69081677458674,271.79999999999995,170.81514036706318,133.32220408873212,38.21340656022333,301.17865527394486,398.01399134843706,394.2695573836866,15.814131198038554,1.0282143,0.9352108,54.36894,37.827484,6.783779,82.38644,11.798799,8.889349,10.0,-0.10112348,0.2886689,1.0143557,1.0512248,1.0030026,1.1331539,21.033493,0.9896599,0.80259156,383.587,131.3881,-14.1592
2009-04-15 00:30:00,-14.782820456832427,98.9943860596147,97.87932307073828,97.87932307073828,28.37508617361111,0.03288037768055556,50.86562112998589,58.800000000000004,128.0777518682361,92.65305057344268,51.912958748569096,255.59043994736808,393.1002115237024,385.9804170229739,19.48400830398633,0.81666243,0.80135137,44.907433,37.471222,6.783779,82.38644,11.798799,8.645206,10.0,-0.1422535,0.0,0.8926772,1.0263273,1.0018449,1.0486782,25.467043,1.0218787,0.80259156,383.492,131.3881,-14.1592
2009-05-15 00:30:00,1.6129879052323046,88.60940331799507,78.45941383681844,78.45941383681844,25.556330276325948,0.03058570258657999,43.801956781860824,16.7,94.98353986403458,71.87425992757532,59.63062059734805,228.14660092473122,370.34622095777695,371.97733335449544,18.803234921650375,0.9302725,0.83229184,43.719135,37.064148,6.783779,82.38644,11.798799,11.313501,10.0,-0.16286881,0.0,0.22751501,1.0060092,1.001845,1.0001913,23.648993,0.9996967,0.80259156,383.719,131.3881,-14.1592
2009-06-15 00:30:00,-3.3450341069772165,85.68831357954849,58.966977601147974,58.966977601147974,23.70126127818423,0.03028618713730066,45.625659980718595,0.0,85.81922993828069,55.8184321921978,55.76541022950419,227.25969194610414,346.5897417770775,368.8793425539659,16.239913259978437,0.9511498,0.88944155,41.3132,35.447113,6.783779,82.38644,11.798799,11.845346,10.0,-0.17497995,0.0,0.0,0.94912565,1.001845,1.0249903,21.497887,1.0122143,0.80259156,384.007,131.3881,-14.1592
2009-07-15 00:30:00,3.086470871380185,77.09636848922901,53.737223618750505,53.737223618750505,22.806608691644577,0.02972518881854207,41.137677192708665,0.4,84.91665201391034,49.22702056114332,59.31749271715996,240.396073537668,334.6042621758107,367.17766123985393,16.634869682163917,1.0083631,0.91397905,41.105526,36.726166,6.783779,82.38644,11.798799,13.653374,10.0,-0.17985547,0.0,0.0,0.88010204,1.0018451,1.0082287,22.361526,0.98917633,0.80259156,384.409,131.3881,-14.1592
2009-08-15 00:30:00,-9.108355222512738,74.37343173791261,53.02759630066427,53.02759630066427,25.54329095233243,0.029169980785459505,46.025473361350464,0.0,105.8623207200895,48.576952764079245,76.99133281204001,262.1272666793952,357.52630501553654,364.12720473388725,18.044949713576536,1.0096676,0.94480664,38.77109,40.38617,6.783779,82.38644,11.798799,14.891554,10.0,-0.18342616,0.10482715,0.08625437,0.2265224,1.0018922,1.0036228,25.115187,1.0376542,0.80259156,384.874,131.3881,-14.1592
2009-09-15 00:30:00,-2.567466568251034,60.85225965417781,55.973107508595774,55.973107508595774,29.22689605632276,0.028486832581365897,47.030884461382094,35.0,124.65635726069783,52.98441997804421,92.04383744047003,269.016317709746,395.81790269644415,358.8656947852508,22.097393455001928,1.0833924,1.0109969,40.056973,44.5542,6.783779,82.38644,11.798799,14.727251,10.0,-0.16944376,0.026003562,0.048059735,0.0041822703,0.9986943,0.9885302,30.972815,1.0423237,0.80259156,385.097,131.3881,-14.1592
2009-10-15 00:30:00,-12.693737397378214,72.23576111616076,54.82068023707784,54.82068023707784,29.918396141015155,0.028387230256656803,40.85426028047129,2.8,140.69607369464669,50.21954190176755,89.59518745289816,288.4917214731384,398.31193681944836,359.09619730469353,25.70579345539205,0.98348624,0.9098099,41.201767,45.835693,6.783779,82.38644,11.798799,15.265379,10.0,-0.15893732,0.06406284,0.061432306,0.04864251,0.99665564,1.0364789,34.887497,0.9874156,0.80259156,385.221,131.3881,-14.1592
2009-11-15 00:30:00,7.400418352285375,67.88225460234682,54.25558680691792,54.25558680691792,30.35308774082281,0.040621851814652506,52.88754411722367,129.79999999999998,150.01246109681534,51.35860640025224,77.45581332440764,265.044387063004,428.4475254970631,372.96919201902296,21.00798767081805,0.83340347,0.79325694,37.447525,44.880005,6.783779,82.38644,11.798799,13.24308,10.0,-0.15208395,0.20611478,0.1775801,0.17641579,0.9101689,1.0535794,29.486818,1.0158,0.80259156,385.197,131.3881,-14.1592
2009-12-15 00:30:00,34.2540051049373,93.67452163623972,84.31307643259913,84.31307643259913,28.744952123655914,0.06855566783602152,67.29806185978401,440.2,143.6474748986785,77.23662049545446,58.0509119982712,241.9276927630504,433.61910599986754,374.01838681792157,13.257002343179705,0.8061013,0.6565929,38.790234,47.78717,6.783779,82.38644,11.798799,17.344593,10.0,-0.13986036,0.87969613,0.63487166,0.6271635,0.84668744,1.0050942,19.45475,1.0054886,0.80259156,385.112,131.3881,-14.1592
2010-01-15 00:30:00,8.0677471182788,174.00614467161822,127.28923271760553,127.28923271760553,27.117595400062097,0.10121693124640908,78.20654063276935,365.759998,162.11369792124924,116.60575768963446,30.429649586625857,227.1163074827937,435.4291243381372,364.09278419730333,8.014476962670244,0.8396938,0.9145802,37.529655,39.059998,7.513299,78.81371,14.30823,9.959507,10.0,-0.08432946,1.6121161,1.0951198,1.0545136,0.9851954,0.9205248,11.153412,0.99159557,0.80259156,385.08,131.3881,-14.1592
2010-02-15 00:30:00,-11.14762394498593,168.743609451811,115.31826976027611,115.31826976027611,27.71917039705334,0.09630208667361576,76.64606740722422,185.165999,163.426912635597,116.95804674430121,29.363006456427954,237.42223728490822,431.34050064509375,362.6383788658874,8.904460718811986,1.2890173,1.0171347,59.52313,36.235016,7.513299,78.81371,14.30823,6.595558,10.0,-0.06529827,0.61979395,1.0726435,0.9446313,0.7944892,1.0216243,13.081567,1.0179749,0.80259156,384.822,131.3881,-14.1592
2010-03-15 00:30:00,-30.143839403190853,144.13156602318256,132.83751512387585,132.83751512387585,28.53115018817204,0.0573998824959075,62.46559064800305,58.928,169.69835977260686,121.68836884257087,42.83432624889151,263.76413430589986,419.35497365591397,362.2309331990151,15.023361749575033,1.1031342,0.98564583,55.87996,37.125977,7.513299,78.81371,14.30823,7.667412,10.0,-0.085625716,0.19777112,0.90158737,0.81423527,0.77347153,1.0914743,19.245916,1.0074582,0.80259156,384.723,131.3881,-14.1592
